成交时间,成交价格,价格变动,成交量,成交金额,性质
09:25:02,4.96,0.01,21097,10464112,买盘
09:30:02,4.98,0.02,2993,1488494,买盘
09:30:05,4.98,0.0,4000,1991673,卖盘
09:30:08,5.0,0.02,5076,2535135,买盘
09:30:11,5.07,0.07,9630,4831114,买盘
09:30:14,5.08,0.01,1983,1005805,买盘
09:30:17,5.07,-0.01,3201,1625348,卖盘
09:30:20,5.11,0.04,5962,3035170,买盘
09:30:23,5.12,0.01,15184,7764757,买盘
09:30:26,5.12,0.0,1912,978944,卖盘
09:30:29,5.12,0.0,3413,1747456,卖盘
09:30:32,5.12,0.0,1389,711168,卖盘
09:30:35,5.12,0.0,1363,697856,卖盘
09:30:38,5.12,0.0,1956,1001472,卖盘
09:30:41,5.12,0.0,1657,848384,卖盘
09:30:44,5.12,0.0,2346,1201152,卖盘
09:30:47,5.12,0.0,4102,2100224,卖盘
09:30:50,5.12,0.0,1364,698368,卖盘
09:30:53,5.12,0.0,903,462336,卖盘
09:30:56,5.12,0.0,2037,1042944,卖盘
09:30:59,5.12,0.0,1065,545280,卖盘
09:31:02,5.12,0.0,940,481280,卖盘
09:31:05,5.12,0.0,507,259584,卖盘
09:31:08,5.12,0.0,681,348672,卖盘
09:31:11,5.12,0.0,541,276992,卖盘
09:31:14,5.12,0.0,830,424960,卖盘
09:31:17,5.12,0.0,3309,1694208,卖盘
09:31:20,5.12,0.0,1312,671744,卖盘
09:31:23,5.12,0.0,729,373248,卖盘
09:31:26,5.12,0.0,5846,2993152,卖盘
09:31:29,5.12,0.0,2525,1292800,卖盘
09:31:32,5.12,0.0,402,205824,卖盘
09:31:35,5.12,0.0,1060,542720,卖盘
09:31:38,5.12,0.0,993,508416,卖盘
09:31:41,5.12,0.0,931,476672,卖盘
09:31:44,5.12,0.0,1012,518144,卖盘
09:31:47,5.12,0.0,1157,592384,卖盘
09:31:50,5.12,0.0,1189,608768,卖盘
09:31:53,5.12,0.0,267,136704,卖盘
09:31:56,5.12,0.0,1509,772608,卖盘
09:31:59,5.12,0.0,233,119296,卖盘
09:32:02,5.12,0.0,134,68608,卖盘
09:32:05,5.12,0.0,821,420352,卖盘
09:32:08,5.12,0.0,517,264704,卖盘
09:32:11,5.12,0.0,197,100864,卖盘
09:32:14,5.12,0.0,417,213504,卖盘
09:32:17,5.12,0.0,274,140288,卖盘
09:32:20,5.12,0.0,101,51712,卖盘
09:32:23,5.12,0.0,262,134144,卖盘
09:32:26,5.12,0.0,146,74752,卖盘
09:32:29,5.12,0.0,339,173568,卖盘
09:32:32,5.12,0.0,208,106496,卖盘
09:32:35,5.12,0.0,249,127488,卖盘
09:32:38,5.12,0.0,208,106496,卖盘
09:32:41,5.12,0.0,146,74752,卖盘
09:32:44,5.12,0.0,64,32768,卖盘
09:32:47,5.12,0.0,85,43520,卖盘
09:32:50,5.12,0.0,151,77312,卖盘
09:32:53,5.12,0.0,204,104448,卖盘
09:32:56,5.12,0.0,463,237056,卖盘
09:32:59,5.12,0.0,156,79872,卖盘
09:33:02,5.12,0.0,62,31744,卖盘
09:33:05,5.12,0.0,163,83456,卖盘
09:33:08,5.12,0.0,29,14848,卖盘
09:33:11,5.12,0.0,232,118784,卖盘
09:33:14,5.12,0.0,123,62976,卖盘
09:33:17,5.12,0.0,141,72192,卖盘
09:33:20,5.12,0.0,19,9728,卖盘
09:33:23,5.12,0.0,28,14336,卖盘
09:33:26,5.12,0.0,189,96768,卖盘
09:33:29,5.12,0.0,115,58880,卖盘
09:33:32,5.12,0.0,615,314880,卖盘
09:33:35,5.12,0.0,87,44544,卖盘
09:33:38,5.12,0.0,66,33792,卖盘
09:33:41,5.12,0.0,201,102912,卖盘
09:33:44,5.12,0.0,30,15360,卖盘
09:33:47,5.12,0.0,31,15872,卖盘
09:33:50,5.12,0.0,225,115200,卖盘
09:33:53,5.12,0.0,136,69632,卖盘
09:33:56,5.12,0.0,631,323072,卖盘
09:33:59,5.12,0.0,35,17920,卖盘
09:34:02,5.12,0.0,274,140288,卖盘
09:34:05,5.12,0.0,72,36864,卖盘
09:34:08,5.12,0.0,51,26112,卖盘
09:34:11,5.12,0.0,8,4096,卖盘
09:34:14,5.12,0.0,86,44032,卖盘
09:34:17,5.12,0.0,23,11776,卖盘
09:34:20,5.12,0.0,63,32256,卖盘
09:34:23,5.12,0.0,259,132608,卖盘
09:34:26,5.12,0.0,42,21504,卖盘
09:34:29,5.12,0.0,287,146944,卖盘
09:34:32,5.12,0.0,30,15360,卖盘
09:34:35,5.12,0.0,126,64512,卖盘
09:34:38,5.12,0.0,55,28160,卖盘
09:34:41,5.12,0.0,47,24064,卖盘
09:34:47,5.12,0.0,211,108032,卖盘
09:34:50,5.12,0.0,248,126976,卖盘
09:34:53,5.12,0.0,62,31744,卖盘
09:34:56,5.12,0.0,118,60416,卖盘
09:34:59,5.12,0.0,143,73216,卖盘
09:35:02,5.12,0.0,13,6656,卖盘
09:35:05,5.12,0.0,50,25600,卖盘
09:35:08,5.12,0.0,106,54272,卖盘
09:35:11,5.12,0.0,203,103936,卖盘
09:35:14,5.12,0.0,35,17920,卖盘
09:35:17,5.12,0.0,42,21504,卖盘
09:35:20,5.12,0.0,68,34816,卖盘
09:35:23,5.12,0.0,14,7168,卖盘
09:35:26,5.12,0.0,152,77824,卖盘
09:35:29,5.12,0.0,166,84992,卖盘
09:35:32,5.12,0.0,134,68608,卖盘
09:35:35,5.12,0.0,283,144896,卖盘
09:35:38,5.12,0.0,135,69120,卖盘
09:35:41,5.12,0.0,25,12800,卖盘
09:35:44,5.12,0.0,12,6144,卖盘
09:35:47,5.12,0.0,138,70656,卖盘
09:35:50,5.12,0.0,674,345088,卖盘
09:35:53,5.12,0.0,54,27648,卖盘
09:35:56,5.12,0.0,62,31744,卖盘
09:35:59,5.12,0.0,20,10240,卖盘
09:36:02,5.12,0.0,159,81408,卖盘
09:36:05,5.12,0.0,54,27648,卖盘
09:36:08,5.12,0.0,241,123392,卖盘
09:36:11,5.12,0.0,192,98304,卖盘
09:36:14,5.12,0.0,53,27136,卖盘
09:36:17,5.12,0.0,23,11776,卖盘
09:36:20,5.12,0.0,36,18432,卖盘
09:36:23,5.12,0.0,1,512,卖盘
09:36:26,5.12,0.0,52,26624,卖盘
09:36:29,5.12,0.0,1,512,卖盘
09:36:32,5.12,0.0,22,11264,卖盘
09:36:35,5.12,0.0,19,9728,卖盘
09:36:38,5.12,0.0,10,5120,卖盘
09:36:41,5.12,0.0,85,43520,卖盘
09:36:44,5.12,0.0,66,33792,卖盘
09:36:47,5.12,0.0,50,25600,卖盘
09:36:50,5.12,0.0,1,512,卖盘
09:36:53,5.12,0.0,37,18944,卖盘
09:36:56,5.12,0.0,38,19456,卖盘
